"Published At","URL","Media URL","Media Type","Likes","Comments","Caption"
"2023-08-07 12:57:00","https://www.instagram.com/p/CvpOjMHtvhm/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/365588789_769399764938492_7427425157877156403_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=MAdeaB11SZsQ7kNvgHAfdqj&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDunYWqnutxrvCNsNKbG_xxaCsjgubKhUyHWWyTKwpIgQ&oe=6662BC86&_nc_sid=bc0c2c","Image","149","3","Six mois après le séisme qui a secoué la Turquie et la Syrie et sinistré 15 millions de personnes, la population est exposée à de nouveaux risques sanitaires.

🌡️ Les fortes températures et le manque d’accès à l'eau potable favorisent les maladies et causent une hausse des épidémies de gale et de gastro-entérite.

🧹 Le déblaiement des débris expose la population à des risques liés à l'amiante et la poussière, pouvant provoquer des cancers et maladies respiratoires.

🤰 La santé des femmes et des enfants est mise en danger. Dans les prochaines semaines, 39 000 femmes enceintes risquent d’accoucher dans des conditions très précaires. 

Face à l’ampleur des dégâts, Médecins du Monde prévoit de renforcer son intervention en multipliant le nombre d’espaces sécurisés et en renforçant les soins de santé primaire, de santé reproductive et le soutien psychosocial. 

👉 En savoir plus sur notre site web (lien en story) 
📷 © Huseyin Aldemir
. 
. #Together4Syria #Together4Turkey #Turquie #aidehumanitaire #séisme #syrie #earthquakes #Turkey #Urgence #MédecinsduMonde"
"2023-08-02 09:54:03","https://www.instagram.com/p/CvcBeiktJXE/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/364275761_6420210354714447_4897290990793883857_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=J3ValxzVeD4Q7kNvgGTYgZs&edm=APU89FABAAAA&ccb=7-5&oh=00_AYC0PG7MDpkQf9apm3Nge_fTqaWdeh_ANg8O5AvQManWHw&oe=665E9A2D&_nc_sid=bc0c2c","Video","676","16","[En maraude dans les rues de Paris]
 
« Le but, ce n’est pas de se substituer au système de santé existant. C’est que les personnes à la rue puissent en bénéficier. »
 
Chaleur, difficulté à s’hydrater, mise en pause des distributions alimentaires : l’été, les personnes à la rue rencontrent de nouvelles problématiques.
Le programme Pas de Santé Sans Toit de Médecins du Monde se rend trois fois par semaine auprès des personnes les plus isolées pour s’assurer de leur état de santé, et les orienter vers les services adaptés si nécessaires.
 
On vous emmène en maraude avec Guillemette et Odile.

#PasdeSantéSansToit #maraude #Paris #été #rue #santé #MédecinsduMonde"
"2023-07-25 14:23:16","https://www.instagram.com/p/CvH53v0tXea/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/363107712_2195125137350496_3362456000508185173_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=E6L-bC2LhR8Q7kNvgHtpF1B&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBpwpirRmLDzG3VpDEwDhZ2LHStSjRd8967cAvzB2AHRA&oe=665EB2A7&_nc_sid=bc0c2c","Video","313","5","Travailleurs communautaires à Mayotte : l’engagement à toute épreuve ✊
 
“Ce sont des personnes vraiment très actives. Elles s’engagent pour avoir ce sentiment d’être utiles à la société et défendre le droit de leurs pairs.” 

À Mayotte 🇾🇹, comme dans tous nos programmes, les travailleurs et travailleuses communautaires sont indispensables à l’action de Médecins du Monde. Piliers de nos équipes, ces personnes sont familières des problématiques rencontrées par nos publics et s’engagent bénévolement pour aller vers ceux-ci en créant un lien de confiance. 

Cependant, malgré les difficultés croissantes d’accès aux soins à Mayotte, les travailleurs communautaires comme Hassan et Pierrot ne sont pas à l’abri des politiques anti-immigration. 

#Mayotte #Wuambushu #santépourtous #allersvers #oceanindien #outremer #MédecinsduMonde"
"2023-07-21 13:43:53","https://www.instagram.com/p/Cu9iZtJNoxA/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/362277010_18375447259018429_5107625483097168394_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=G51QaZ9WAK4Q7kNvgFI15Jn&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYDDzhNXNZP4xawNN8yKVKl80daeAveMzJJki0alFnfLgg&oe=6662AE6B&_nc_sid=bc0c2c","Image","124","6","[La good news du jour]   
  
En Côte d’Ivoire, la stratégie de dépistage communautaire du cancer du col de l’utérus proposée par Médecins du Monde est adoptée dans les politiques sanitaires. 
  
➡️ Alors qu’en Côte d’Ivoire, plus de 1 400 femmes meurent chaque année des suites d’un cancer du col de l’utérus, Médecins du Monde a déployé une action d’aller-vers pour toucher les femmes les plus éloignées du soin et faire tomber les tabous autour de cette maladie évitable. 
  
Une véritable avancée pour la santé des femmes et pour la disparition du CCU ! 
.  
.   
#GoodNewsdeMdM #CCU #RCI #CôtedIvoire #DSSR #MédecinsduMonde"
"2023-07-13 15:46:12","https://www.instagram.com/p/CupKCqcNggm/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/359844729_758052999432021_1847184405468559659_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=ZOzozDESAbgQ7kNvgHZ3t_W&edm=APU89FABAAAA&ccb=7-5&oh=00_AYCddea5IMihDntReQBxoKwob3TOi_dhb4Ly7P0pc24r4A&oe=66628B16&_nc_sid=bc0c2c","Image","101","1","#Afghanistan 🇦🇫 

Le retour au pouvoir des Talibans a bouleversé la société et l’économie afghanes. 

26 millions d’Afghans ont besoin d’aide humanitaire, les femmes et les enfants tout particulièrement. Alors que le système de santé public est privé des aides internationales, Médecins du Monde a ouvert une mission humanitaire à Kaboul. 

Nos équipes soutiennent deux centres de santé en périphérie et un hôpital de district de la capitale : 
⚕️ réhabilitation du service de santé maternelle et infantile, 
🩺 équipement des salles d’accouchement, 
💊 approvisionnement en médicaments.

#Afghanistan #crisehumanitaire #santé #urgence #MédecinsduMonde"
"2023-07-11 09:39:01","https://www.instagram.com/p/CujWbfwtYmD/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/359311839_959538255324941_2363517337071858608_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Pi5Hz7AI67EQ7kNvgEXkZsO&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDwYmATvBQ1RWH0fVopEb07chqNHT7LnLhUEyXDqBKHxg&oe=6662B83A&_nc_sid=bc0c2c","Image","167","0","♀️ Le 11 juillet 2003, était adopté le Protocole de Maputo, un accord international visant à promouvoir les droits des femmes en Afrique, notamment en termes d’accès à la santé.

✊ 20 ans après, le combat continue !

Si le protocole de Maputo définit l’accès à l’avortement comme un droit humain, de nombreux États africains peinent encore à le mettre en œuvre.

Médecins du Monde allie actions de renforcement du système de santé, actions communautaires et plaidoyer pour un accès à l'avortement légal et effectif. 📢

Pour que l'égalité des droits des femmes et des filles en Afrique devienne une réalité, soutenez-nous et partagez ce post.

📄 Sources :
The Lancet, 2017
Abortion in Africa, Guttmatcher Institute, 2022
.
.
#DSSR #santésexuelleetreproductive #avortement #IVG #Maputo #Droitàlavortement #santédesfemmes #SheDecides #féminisme #ONG #humanitaire #solidarité #MédecinsduMonde"
"2023-07-07 08:56:54","https://www.instagram.com/p/CuY-bhGtOih/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/358389238_286592980554245_1117888172503087219_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=LQtV3vBLea0Q7kNvgEdbUSp&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBW51bdmBPcjVbf3SObjNRd6TL7Yfu89J8loakokgAQPA&oe=66629A4F&_nc_sid=bc0c2c","Image","65","0","#HautsdeFrance 

Dans le bassin minier, région marquée par la désindustrialisation et la fermeture des mines dans les années 1990, de nombreux indicateurs de santé sont alarmants. 

📈 Les taux de maladies cardio-vasculaires et de cancers y sont particulièrement élevé. 

Constance, Animatrice de prévention depuis plus de 2 ans, nous en dit plus sur son engagement chez Médecins du Monde et sa volonté de donner à chacun les moyens de mieux agir sur leur santé. 

👉 Retrouvez son interview en story !
.
.
#Lens #Hénin #Solidarité #Précarité #santé #inclusion #association #ONG #medecinsdumonde"
"2023-06-29 14:02:25","https://www.instagram.com/p/CuE7CQDN3PE/","https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/356680551_18371088862018429_2181885434079953166_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=ul1LYf3XQcUQ7kNvgGMuc9F&edm=APU89FAAAAAA&ccb=7-5&oh=00_AYDyD8u0axJvKQjMjUl8QZKuIvl2j-9mJfgja7Z3NnmEmg&oe=66629D0B&_nc_sid=bc0c2c","Image","113","1","Depuis 2016, le Burkina Faso 🇧🇫 est plongé dans un engrenage de violence. La situation sécuritaire ne cesse de se dégrader : les attaques visant la population civile et les institutions étatiques se multiplient, notamment dans la ville de Kangoussi.

À cause de ce climat d’insécurité, 2,5 millions de Burkinabés sont actuellement privés d’accès aux soins. 
 
Médecins du Monde a créé deux cliniques mobiles supplémentaires afin d'apporter des soins de santé primaires aux populations déplacées, là où les besoins sont les plus criants.  

Tout en œuvrant au renforcement du système de santé du pays, nos équipes mènent également des actions de :
 
🧑‍⚕️ prévention, 
🩹 prise en charge des violences liées au genre, 
🗣️ soutien psychosocial et soins de santé mentale.
.
.
.
📸 Mylene Zizzo

#Burkina #BurkinaFaso #Kangoussi #violences #santéprimaire #santé #VLG #santémentale #lasantépourtous #MédecinsduMonde"
"2023-06-25 15:29:00","https://www.instagram.com/p/Ct6xtUZgW03/","https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/355818370_1312164022699520_8808022919663315734_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=me3Juv1lUVMQ7kNvgHCBEMe&edm=APU89FABAAAA&ccb=7-5&oh=00_AYD422AxqDdbrRXTTyfFcWnXdOHomHvotdzRR8nc_S2gMg&oe=665E943E&_nc_sid=bc0c2c","Video","137","1","SOLIDAYS 2023 : une nouvelle année à vos côtés pour un accès plus juste et universel à la santé !

#Solidays #Solidays2023 #Festival #sensibilisation #solidarité #MédecinsduMonde #AgirEnsemble ✊"
"2023-06-23 16:13:58","https://www.instagram.com/p/Ct1tN3lgDgR/","https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/356617057_797924688478586_2367993939516166619_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=LbzZQ_KBSrcQ7kNvgEDZXxG&edm=APU89FABAAAA&ccb=7-5&oh=00_AYA-JLEsjlTf5scebOfTrjQ_e0yvQjMaGb3MM_bqNGdiFA&oe=665EB71F&_nc_sid=bc0c2c","Video","118","1","“La majorité de la population se tourne vers des activités faciles à aborder pour survivre, notamment le maraîchage, et utilisent des pesticides chimiques en s’exposant eux-mêmes.”  
 
En République démocratique du Congo 🇨🇩, 62% des personnes vivent avec moins de 2,15 $ par jour. La pauvreté entraîne une hausse de l’insécurité, mais également des pratiques agricoles dangereuses pour la santé des personnes et l’environnement. 
Médecins du Monde mène depuis 2022 un programme de diminution des risques liés à l’utilisation des pesticides, au travers de formations et d’accompagnements en santé. 
 
De passage au siège de MdM France, Patrick, coordinateur de programme santé et environnement à Kinshasa, revient sur son engagement face aux nouveaux défis sanitaires.  
Une action santé & environnement soutenue par @afd_france 
 
#RDC #DePassageAuSiège #accèsauxsoins #santé #MédecinsduMonde"
"2023-06-21 16:22:09","https://www.instagram.com/p/CtwkqsQt75b/","https://scontent-cdg4-2.cdninstagram.com/v/t51.29350-15/355068226_591138576217809_1755861985108100574_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=_hWNyEeCCZ8Q7kNvgHrwLhS&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDzO361gxKofdbjbCvU_Mf68AvpcpaIl3p4iet19BQrGA&oe=6662BA71&_nc_sid=bc0c2c","Image","121","1","Palestine 🇵🇸
 
Depuis lundi, les forces armées israéliennes ont lancé une opération d’occupation de la ville de Jenine. Les affrontements armés ont fait de nombreux blessés, et six victimes palestiniennes.  
 
Le Croissant-Rouge palestinien, présent sur place pour apporter des soins aux victimes, a été attaqué par les forces armées israéliennes. L'accès aux malades et aux blessés a été retardé. 
 
➡️ Médecins du Monde condamne fermement cette attaque et toutes les violations répétées du droit international humanitaire par les forces armées israéliennes. 
 
Nous continuerons à défendre l'accès universel au droit à la santé, et la protection des civils et des humanitaires.

#Palestine #Jenine #attaque #Israel #DIH #NotATarget #occupation #croissantrouge #santé #MédecinsduMonde"
"2023-06-15 13:16:44","https://www.instagram.com/p/Ctgyrb5tbIs/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/353867430_229939269820388_5290077150500025919_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=sDwasIkFA3MQ7kNvgHpJdGw&edm=APU89FABAAAA&ccb=7-5&oh=00_AYDSLpYmfmOAJD85mdyql4JPHbkbSCzZbOzBZDGYpXdRuQ&oe=6662A0DA&_nc_sid=bc0c2c","Image","238","3","[La good news du jour]  
 
Olivier Vandecasteele, acteur humanitaire et membre de Médecins du Monde, a été libéré fin mai après 15 mois de détention en Iran.  
 
➡️ Arrêté en février 2022 à Téhéran, Olivier Vandecasteele a été détenu arbitrairement pendant 456 jours, à l’isolement complet. Grâce à la mobilisation citoyenne et aux efforts du gouvernement belge, il est aujourd’hui auprès de ses proches. 
 
Toute la communauté humanitaire est immensément soulagée par son retour. 
. 
.  
#GoodNewsdeMdM #FreeOlivierVandecasteele #OlivierVandecasteele #NotATarget  #MédecinsduMonde"
"2023-06-13 13:04:39","https://www.instagram.com/p/CtbntGJt6ye/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/353599623_287199683659142_5663189444272613284_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=cSE9-S2NYZwQ7kNvgH1vUJ8&edm=APU89FABAAAA&ccb=7-5&oh=00_AYB_og18Kpm6Jz-IkPNd3a5a9Ndqk5ykzfykp0DEmyGWeg&oe=6662B096&_nc_sid=bc0c2c","Image","200","4","🇾🇹 À Mayotte, l’aide médicale d’État, dispositif permettant aux personnes étrangères de bénéficier d’une couverture santé, n’existe pas. 

❌ Résultat : sur une Île où 77% de la population vit en dessous du seuil de pauvreté, de nombreuses personnes sont contraintes de renoncer à une prise en charge médicale. 

Alors que l’opération Wuambushu est venue aggraver cette précarité, les inégalités d’accès aux soins ne font que s’intensifier à Mayotte.

Pour faire face à cette situation, @medecinsdumonde mène des actions d’« aller-vers » et se rend directement dans les bidonvilles auprès des personnes les plus vulnérables.

🎯 Objectif : renseigner, sensibiliser, conseiller et orienter ces personnes afin de les raccorder aux soins. 

« Un régime d’exclusion », un reportage photographique de Martin Straub. 

À découvrir sur notre site web. 
. 
. 
#santépourtous #soins #mayotte #mayotteisland #oceanindien #outremer #désertmédical  #médecinsdumonde #Wuambushu"
"2023-06-07 14:08:32","https://www.instagram.com/p/CtMR_AFg4py/","https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/352176662_210442088587090_8746718982455659331_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=N5Mj-eSzFLMQ7kNvgEBoj3-&edm=APU89FABAAAA&ccb=7-5&oh=00_AYC1boM2Ei-WZ5jMQaOBCUVyaUkUUoVSYNfTof-6aTSFwA&oe=665EC959&_nc_sid=bc0c2c","Video","220","7","[#FRONTIÈRES] - 📍 Dunkerque

Dernière étape de l’exil en France, le Nord-Littoral est un lieu de passage historique entre la France et l’Angleterre.

❌ Bloquées entre la complexité du départ et la politique hostile sur le territoire français, les familles subissent des expulsions successives sur des terrains dangereux.

Cette semaine, on vous emmène à la rencontre de celles et ceux qui portent les combats de Médecins du Monde sur le terrain en luttant pour la garantie de meilleures conditions de vie et d’accueil aux personnes exilées, malgré les entraves de l’État. 

➡️ Posez-nous vos questions en commentaires, on y répond dans le @backseat.talkshow, l’émission politique de @jean_massiet sur #Twitch, jeudi 8 juin à 19H ! 👇

#Frontière #Exil #migration #RefugeesWelcome #DroitdAsile #France #Dunkerque #NordLittoral #SantépourTous #backseat #JeanMassiet #MédecinsduMonde"
"2023-06-06 13:59:04","https://www.instagram.com/p/CtJpAPoABDw/","https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/351019418_645770956985933_3049051970702747074_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=bkytoClKR5kQ7kNvgGrqzvy&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBL3IQa2tZl-vFkaTWFF40mpEopvkPh8CLhbnHK8aa-Yw&oe=665EA441&_nc_sid=bc0c2c","Video","368","7","[#FRONTIÈRES] - 📍 Paris 

❌ Une fois arrivées en Île-de-France, les personnes exilées sont reléguées aux portes de Paris, bien souvent dans la rue. Face au désengagement de l’État, certaines se tournent vers des lieux de vie informels souvent insalubres.

Cette semaine, on vous emmène à la rencontre de celles et ceux qui portent les combats de Médecins du Monde sur le terrain en luttant pour la garantie de meilleures conditions de vie et d’accueil aux personnes exilées, malgré les entraves de l’État. 

➡️ Posez-nous vos questions en commentaires, on y répond dans le @backseat.talkshow, l’émission politique de @jean_massiet sur #Twitch, jeudi 8 juin à 19H ! 👇 
 
#Frontière #Exil #migration #RefugeesWelcome #DroitdAsile #France #Paris #squat #Vitry #SantépourTous #backseat #JeanMassiet #MédecinsduMonde"
"2023-06-05 14:07:00","https://www.instagram.com/p/CtHIaAmISY7/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/351793404_176608512026869_4611574041673894496_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=4llGI9Meg7wQ7kNvgGxarSv&edm=APU89FABAAAA&ccb=7-5&oh=00_AYD3_miD57MGv2y7PzXT9tyAPi80t5rI5h88hAhBy27--A&oe=665E93F4&_nc_sid=bc0c2c","Video","397","16","[#FRONTIÈRES] - 📍Briançon 

❌ À la frontière franco-italienne, les personnes en exil sont constamment confrontées à des violations de leurs droits et au non-accueil. 

Cette semaine, on vous emmène à la rencontre de celles et ceux qui portent les combats de Médecins du Monde sur le terrain en luttant pour la garantie de meilleures conditions de vie et d’accueil aux personnes exilées, malgré les entraves de l’État. 

➡️ Posez-nous vos questions en commentaires, on y répond dans le @backseat.talkshow, l’émission politique de @jean_massiet sur #Twitch, jeudi 8 juin à 19H ! 👇 

#Frontière #Exil #migration #RefugeesWelcome #DroitdAsile #France #Briançon #Montgenèvre #nosmontagnesnedeviendrontpasdescimetières #SantépourTous #backseat #JeanMassiet #MédecinsduMonde"
"2023-06-02 10:01:04","https://www.instagram.com/p/Cs-8NwhAy1t/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/351046702_265991925924187_8779805086920457324_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=2w_oOp3H6YYQ7kNvgFShICJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AYA9eKJ3ZVX13muSDaafxY666DqgQBi3jx5xTRLcQOfaMw&oe=665EB055&_nc_sid=bc0c2c","Video","300","3","#JournéeMondialedesTDS 

“La stigmatisation exacerbée par la loi de pénalisation des clients de 2016 éloigne les travailleuses et travailleurs du sexe du recours au soin.” 

À Rouen, les équipes du programme Lucha de Médecins du Monde mènent plusieurs fois par mois des maraudes nocturnes auprès des TDS pour les sensibiliser aux questions de santé sexuelles et les renseigner sur leurs droits. 

Médecins du Monde lutte au quotidien pour un meilleur accès aux soins et aux droits ces personnes, en collaboration étroite avec celles-ci. 

#TDS #Rouen #TravailduSexe #loi2016 #stopviolenceagainstsexworkers #santé #MédecinsduMonde"
"2023-05-26 15:51:22","https://www.instagram.com/p/CstiQ_oACQA/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/349100212_2292931567577628_3939812564480265101_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=ib_ITz9q4fUQ7kNvgGQv7aO&edm=APU89FABAAAA&ccb=7-5&oh=00_AYAqCjbK5EHZNjWpSKPZq7Z_WsNwt4mWJ53P777_2J3JlA&oe=665EC5D5&_nc_sid=bc0c2c","Video","246","3","“Les enfants ne mangent ni le matin, ni le midi et leur repas du soir n’est pas suffisant. J’ai trop peur qu’ils meurent la nuit car je ne les vois pas.” 

À Madagascar 🇲🇬, la sécheresse qui perdure depuis 2021 a pour conséquence une crise nutritionnelle d’ampleur. 

Médecins du Monde a mis en place un programme d’urgence et déploie des cliniques mobiles dans les villages les plus isolés du Grand Sud. Chaque jour, près de 80 consultations médicales et nutritionnelles sont effectuées, ainsi que des activités de protection des violences basées sur le genre. 

📸 Sébastien Duijnam 

#Madagascar #sécheresse #urgence #crisealimentaire #VBG #santé #MédecinsduMonde"
"2023-05-24 16:00:02","https://www.instagram.com/p/Csob4LtNLwa/","https://scontent-cdg4-1.cdninstagram.com/v/t51.29350-15/349078950_1856722938043826_7021308292527175710_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=sL8W5Ll0AYcQ7kNvgGoPJ7U&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBPyC-a9dD9IdWbU-TrSDhwTsRB1a5Na45zRvuyY1eVRg&oe=6662B352&_nc_sid=bc0c2c","Image","92","0","Afghanistan 🇦🇫 : 2/3 de la population ont besoin d’aide humanitaire. 
  
Depuis la prise de pouvoir des Talibans en août 2021, l’Afghanistan traverse une crise humanitaire de grande ampleur.

L’effondrement du système de santé et les restrictions à l’encontre des femmes et des filles ont de graves conséquences sur la santé de la population afghane. À cause de cette réduction de l’accès aux droits et à l’aide, 4 millions de femmes et leurs enfants sont aujourd’hui en danger. 

Présente en Afghanistan depuis 1982, Médecins du Monde a renforcé ses actions pour faire face aux besoins croissants en déployant un programme d’urgence à Kaboul : 

🏥 Réhabilitation d’un hôpital de district qui intervient auprès d’1 million de personnes,
🤰 Près de 23 000 suivis gynécologiques, accouchements et consultations pédiatriques effectués. 
  
Face à l’ampleur des risques, Médecins du Monde restera mobilisée pour réclamer et faciliter un accès juste et universel à la santé pour les populations afghanes.

📸 Julien Chatelain 

#Afghanistan #crisehumanitaire #santé #urgence #MédecinsduMonde"
"2023-05-19 13:36:20","https://www.instagram.com/p/CsbTQ60gDMo/","https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/347432598_3170900676389700_3780036589915485198_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=ciLzZ3FXtigQ7kNvgEcgn6Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AYA6C8sFy4SDGR04B8rPQs61wVsmJ9McDMH0BM8XPnOssw&oe=665EA159&_nc_sid=bc0c2c","Video","108","1","“Les attaques des groupes rebelles ont forcé les gens à quitter leur maison pour se réfugier dans les zones reculées. Beaucoup de personnes vivent dans des camps de réfugiés.” 

Au Nigéria 🇳🇬, 5,8 millions de personnes ont besoin de services de santé de base. Sur place depuis 2016, Médecins du Monde intervient dans le Nord-Est du pays afin d’améliorer l’accès aux soins des populations vulnérables.
 
De passage au siège de MdM France, Samira, conseillère pharmacienne au Nigéria, revient sur son engagement dans ce pays marqué par le conflit, et l’insécurité. 

#Nigéria #DePassageAuSiège #accèsauxsoins #santé #MédecinsduMonde"
"2023-05-17 14:55:14","https://www.instagram.com/p/CsWS5actX0n/","https://scontent-cdg4-3.cdninstagram.com/v/t51.29350-15/347082888_633286414957626_7918868878376402292_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=ZOwAJgjR5ewQ7kNvgEe7IAx&edm=APU89FABAAAA&ccb=7-5&oh=00_AYBbXptLX4reIjUXC6srcKaT166IMsVPHyjA7bONKwL0gw&oe=6662BD32&_nc_sid=bc0c2c","Image","400","5","Mayotte : L’accès aux soins, un parcours d’obstacles
 
🔴 Dans ce département français, 4/5e de la population vit en dessous du seuil de pauvreté, et peine à accéder aux soins.

Manque de professionnels, de centres de soins, démarches administratives excessives, politiques répressives... Tant d’obstacles aux soins qui causent retards de suivi et aggravations de l’état de santé. 
 
❌ Ces dernières semaines, la situation ne fait qu’empirer : depuis 12 jours, les centres de santé et les principaux sites du seul hôpital de l'île sont fermés. Des centaines de consultations sont annulées, les urgences désertées.

Face au blocage de tout un système de soins par des intimidations très fortes de collectifs pro-Wuambushu ainsi que par des attaques ciblées de bandes de jeunes, les pouvoirs publics ont pour seule réaction la fermeture de structures de santé, cautionnant ainsi ces entraves et dérives inquiétantes. Cette situation a des conséquences dramatiques sur la santé des populations. 
 
➡️ Présente à Mayotte depuis 2009, Médecins du Monde demande la garantie de la sécurité des lieux de soins et de ce droit fondamental qu’est l’accès à la santé. 

⚠️ Les lieux de soins doivent être sanctuarisés, tant pour l’ensemble des patients de l’ïle qui doivent y avoir accès, que pour tous les professionnels qui y exercent au quotidien. 
 
#santépourtous #soins #santé #mayotte #oceanindien #outremer #bd #désertmédical #médecinsdumonde

🖌️ : @bessedessins & @eric_la_blanche"
